1,234.816,,CustomerID,Max of INVOICE DATE,Count of InvoiceNo,Sum of Total sales,days since,days_sincetoday,RSCORE,F SCORE,M SCORE,RFM SCORE,,,,,,,,
,,,13656,40722,49,379.65,164,4692,1,2,2,122,,,,,,,,
,,,13657,40876,16,382.14,10,4538,4,4,2,442,,,,,,,,
,,,13658,40877,112,2421.47,9,4537,4,1,4,414,,,,,,,,
,,,13659,40681,108,1550.85,205,4733,1,1,3,113,,,,,,,,
,,,13662,40801,58,879.08,85,4613,2,2,3,223,,,,,,,,
,,,13663,40707,13,189.47,179,4707,1,4,1,141,,,,,,,,
,,,13666,40826,12,84.65,60,4588,2,4,1,241,,,,,,,,
,,,13667,40737,87,305.02,149,4677,1,2,2,122,,,,,,,,
,,,13668,40884,501,6216.07,2,4530,4,1,4,414,,,,,,,,
,,,13669,40836,9,218.55,50,4578,3,4,1,341,,,,,,,,
,,,13670,40811,25,349.7,75,4603,2,3,2,232,,,,,,,,
,,,13672,40585,16,-71.46,301,4829,1,4,1,141,,,,,,,,
,,,13673,40868,65,396.92,18,4546,3,2,2,322,,,,,,,,
,,,13675,40735,25,486.82,151,4679,1,3,2,132,,,,,,,,
,,,13678,40735,16,232.6,151,4679,1,4,1,141,,,,,,,,
,,,13680,40885,216,2202.31,1,4529,4,1,4,414,,,,,,,,
,,,13681,40869,57,827.83,17,4545,3,2,3,323,,,,,,,,
,,,13682,40699,3,59.5,187,4715,1,4,1,141,,,,,,,,
,,,13684,40601,31,64.23,285,4813,1,3,1,131,,,,,,,,
,,,13685,40884,39,3119.44,2,4530,4,3,4,434,,,,,,,,
,,,13686,40704,8,72,182,4710,1,4,1,141,,,,,,,,
,,,13689,40823,6,910,63,4591,2,4,3,243,,,,,,,,
,,,13690,40827,9,172.25,59,4587,2,4,1,241,,,,,,,,
,,,13692,40862,55,1466.87,24,4552,3,2,3,323,,,,,,,,
,,,13693,,4,-32,40886,45414,1,4,1,141,,,,,,,,
,,,13694,40883,585,62653.1,3,4531,4,1,4,414,,,,,,,,
,,,13695,40855,90,2504.13,31,4559,3,2,4,324,,,,,,,,
,,,13697,40848,12,151.3,38,4566,3,4,1,341,,,,,,,,
,,,13699,40731,14,308.58,155,4683,1,4,2,142,,,,,,,,
,,,13700,40860,197,2265.12,26,4554,3,1,4,314,,,,,,,,
,,,13703,40568,1,99.5,318,4846,1,4,1,141,,,,,,,,
,,,13704,40881,135,2295.31,5,4533,4,1,4,414,,,,,,,,
,,,13705,40879,28,711.86,7,4535,4,3,3,433,,,,,,,,
,,,13706,40584,20,330.79,302,4830,1,3,2,132,,,,,,,,
,,,13707,40619,48,806.41,267,4795,1,2,3,123,,,,,,,,
,,,13708,40615,51,296.88,271,4799,1,2,2,122,,,,,,,,
,,,13709,40883,346,6249.11,3,4531,4,1,4,414,,,,,,,,
,,,13710,40855,8,180.48,31,4559,3,4,1,341,,,,,,,,
,,,13711,40668,13,252.06,218,4746,1,4,1,141,,,,,,,,
,,,13712,40640,10,228.84,246,4774,1,4,1,141,,,,,,,,
,,,13715,40605,108,1053.94,281,4809,1,1,3,113,,,,,,,,
,,,13716,40617,21,138.28,269,4797,1,3,1,131,,,,,,,,
,,,13717,40854,103,1432.26,32,4560,3,1,3,313,,,,,,,,
,,,13718,40640,12,306.55,246,4774,1,4,2,142,,,,,,,,
,,,13719,40871,60,1041.68,15,4543,4,2,3,423,,,,,,,,
,,,13720,40770,43,799.9,116,4644,2,2,3,223,,,,,,,,
,,,13721,40850,28,524.14,36,4564,3,3,2,332,,,,,,,,
,,,13722,40755,86,2369.16,131,4659,2,2,4,224,,,,,,,,
,,,13723,40669,6,199.85,217,4745,1,4,1,141,,,,,,,,
,,,13725,40837,118,1809.81,49,4577,3,1,4,314,,,,,,,,
,,,13726,40848,42,1079.66,38,4566,3,2,3,323,,,,,,,,
,,,13727,40858,20,333.48,28,4556,3,3,2,332,,,,,,,,
,,,13728,40850,63,1016.14,36,4564,3,2,3,323,,,,,,,,
,,,13730,40751,43,752.6,135,4663,2,2,3,223,,,,,,,,
,,,13731,40667,38,610.59,219,4747,1,3,2,132,,,,,,,,
,,,13732,40858,33,491.86,28,4556,3,3,2,332,,,,,,,,
,,,13735,40862,208,2766.18,24,4552,3,1,4,314,,,,,,,,
,,,13736,40881,194,724,5,4533,4,1,3,413,,,,,,,,
,,,13737,40686,30,339.6,200,4728,1,3,2,132,,,,,,,,
,,,13739,40868,3,216.9,18,4546,3,4,1,341,,,,,,,,
,,,13740,40646,23,350.75,240,4768,1,3,2,132,,,,,,,,
,,,13741,40815,35,666.33,71,4599,2,3,3,233,,,,,,,,
,,,13742,40870,323,3102.42,16,4544,4,1,4,414,,,,,,,,
,,,13743,40884,42,1340.15,2,4530,4,2,3,423,,,,,,,,
,,,13744,40791,72,1156.36,95,4623,2,2,3,223,,,,,,,,
,,,13745,40724,26,291.54,162,4690,1,3,1,131,,,,,,,,
,,,13747,40513,1,79.6,373,4901,1,4,1,141,,,,,,,,
,,,13748,40791,28,948.25,95,4623,2,3,3,233,,,,,,,,
,,,13750,40833,24,1647.26,53,4581,2,3,4,234,,,,,,,,
,,,13751,40598,9,296.25,288,4816,1,4,2,142,,,,,,,,
,,,13752,40762,76,1186.28,124,4652,2,2,3,223,,,,,,,,
,,,13753,40599,35,741.26,287,4815,1,3,3,133,,,,,,,,
,,,13754,40735,12,282.6,151,4679,1,4,1,141,,,,,,,,
,,,13755,40883,343,2154.68,3,4531,4,1,4,414,,,,,,,,
,,,13756,40884,143,5145.12,2,4530,4,1,4,414,,,,,,,,
,,,13758,40875,117,3190.55,11,4539,4,1,4,414,,,,,,,,
,,,13759,40853,25,659.41,33,4561,3,3,3,333,,,,,,,,
,,,13760,40832,57,286.79,54,4582,2,2,1,221,,,,,,,,
,,,13761,40836,70,1070.65,50,4578,3,2,3,323,,,,,,,,
,,,13762,40668,14,1.42E-14,218,4746,1,4,1,141,,,,,,,,
,,,13763,40823,17,1689.46,63,4591,2,3,4,234,,,,,,,,
,,,13764,40816,208,1521.76,70,4598,2,1,3,213,,,,,,,,
,,,13767,40884,399,16945.71,2,4530,4,1,4,414,,,,,,,,
,,,13769,40884,143,2771.87,2,4530,4,1,4,414,,,,,,,,
,,,13771,40822,120,2631.7,64,4592,2,1,4,214,,,,,,,,
,,,13772,40853,177,1132.13,33,4561,3,1,3,313,,,,,,,,
,,,13774,40805,22,345,81,4609,2,3,2,232,,,,,,,,
,,,13777,40886,219,25748.35,0,4528,4,1,4,414,,,,,,,,
,,,13778,40783,9,178.7,103,4631,2,4,1,241,,,,,,,,
,,,13780,40879,57,360.01,7,4535,4,2,2,422,,,,,,,,
,,,13781,40636,17,127.84,250,4778,1,3,1,131,,,,,,,,
,,,13782,40874,115,912,12,4540,4,1,3,413,,,,,,,,
,,,13784,40877,31,2462.79,9,4537,4,3,4,434,,,,,,,,
,,,13786,40519,7,230.4,367,4895,1,4,1,141,,,,,,,,
,,,13787,40811,31,309.04,75,4603,2,3,2,232,,,,,,,,
,,,13790,40882,45,348.8,4,4532,4,2,2,422,,,,,,,,
,,,13791,40759,17,1047.68,127,4655,2,3,3,233,,,,,,,,
,,,13792,40820,13,195.55,66,4594,2,4,1,241,,,,,,,,
,,,13798,40885,439,36351.42,1,4529,4,1,4,414,,,,,,,,
,,,13799,40770,39,688.86,116,4644,2,3,3,233,,,,,,,,
,,,13800,40577,33,558.32,309,4837,1,3,2,132,,,,,,,,
,,,13801,40820,23,324.8,66,4594,2,3,2,232,,,,,,,,
,,,13802,40748,66,3906.27,138,4666,2,2,4,224,,,,,,,,
,,,13803,40631,17,277.07,255,4783,1,3,1,131,,,,,,,,
,,,13804,40856,137,2635.79,30,4558,3,1,4,314,,,,,,,,
,,,13805,40834,13,924.6,52,4580,2,4,3,243,,,,,,,,
,,,13806,40823,10,256.38,63,4591,2,4,1,241,,,,,,,,
,,,13807,40519,7,112.6,367,4895,1,4,1,141,,,,,,,,
,,,13808,40881,76,1747.66,5,4533,4,2,4,424,,,,,,,,
,,,13809,40581,12,155.05,305,4833,1,4,1,141,,,,,,,,
,,,13810,40858,36,899.51,28,4556,3,3,3,333,,,,,,,,
,,,13811,40703,14,591.75,183,4711,1,4,2,142,,,,,,,,
,,,13812,40844,36,539,42,4570,3,3,2,332,,,,,,,,
,,,13813,40847,71,1353.41,39,4567,3,2,3,323,,,,,,,,
,,,13814,40794,58,1562.12,92,4620,2,2,3,223,,,,,,,,
,,,13815,40864,177,4014.91,22,4550,3,1,4,314,,,,,,,,
,,,13816,40863,33,555.04,23,4551,3,3,2,332,,,,,,,,
,,,13817,40857,24,382.98,29,4557,3,3,2,332,,,,,,,,
,,,13819,40585,36,1140.35,301,4829,1,3,3,133,,,,,,,,
,,,13821,40742,59,385.64,144,4672,2,2,2,222,,,,,,,,
,,,13822,40881,96,632,5,4533,4,2,2,422,,,,,,,,
,,,13823,40868,40,957.66,18,4546,3,3,3,333,,,,,,,,
,,,13824,40854,46,1698.94,32,4560,3,2,4,324,,,,,,,,
,,,13826,40710,12,174.65,176,4704,1,4,1,141,,,,,,,,
,,,13827,40829,93,412.05,57,4585,2,2,2,222,,,,,,,,
,,,13828,40864,15,209.49,22,4550,3,4,1,341,,,,,,,,
,,,13829,,1,-102,40886,45414,1,4,1,141,,,,,,,,
,,,13831,40870,74,2202.99,16,4544,4,2,4,424,,,,,,,,
,,,13832,40867,4,40.95,19,4547,3,4,1,341,,,,,,,,
,,,13833,40727,29,384.8,159,4687,1,3,2,132,,,,,,,,
,,,13835,40861,55,834.57,25,4553,3,2,3,323,,,,,,,,
,,,13837,40675,19,271.24,211,4739,1,3,1,131,,,,,,,,
,,,13838,40881,174,691.73,5,4533,4,1,3,413,,,,,,,,
,,,13841,40634,1,85,252,4780,1,4,1,141,,,,,,,,
,,,13842,40828,206,3385.62,58,4586,2,1,4,214,,,,,,,,
,,,13844,40875,20,361.62,11,4539,4,3,2,432,,,,,,,,
,,,13845,40822,9,312.98,64,4592,2,4,2,242,,,,,,,,
,,,13846,40862,58,847.61,24,4552,3,2,3,323,,,,,,,,
,,,13848,40794,5,1255,92,4620,2,4,3,243,,,,,,,,
,,,13849,40835,101,1537.95,51,4579,2,2,3,223,,,,,,,,
,,,13850,40757,94,1586.81,129,4657,2,2,3,223,,,,,,,,
,,,13851,40791,81,2651.46,95,4623,2,2,4,224,,,,,,,,
,,,13853,40829,24,1056.94,57,4585,2,3,3,233,,,,,,,,
,,,13854,40878,114,8025.02,8,4536,4,1,4,414,,,,,,,,
,,,13856,40718,17,363.4,168,4696,1,3,2,132,,,,,,,,
,,,13858,40829,11,216.17,57,4585,2,4,1,241,,,,,,,,
,,,13859,40560,28,201.16,326,4854,1,3,1,131,,,,,,,,
,,,13860,40885,77,1240,1,4529,4,2,3,423,,,,,,,,
,,,13862,40868,142,2187.31,18,4546,3,1,4,314,,,,,,,,
,,,13863,40639,22,299.56,247,4775,1,3,2,132,,,,,,,,
,,,13865,40828,30,501.56,58,4586,2,3,2,232,,,,,,,,
,,,13866,40812,7,145.67,74,4602,2,4,1,241,,,,,,,,
,,,13867,40855,61,1015.29,31,4559,3,2,3,323,,,,,,,,
,,,13868,40879,33,3192.54,7,4535,4,3,4,434,,,,,,,,
,,,13869,40763,307,3104.95,123,4651,2,1,4,214,,,,,,,,
,,,13870,40884,118,2751.25,2,4530,4,1,4,414,,,,,,,,
,,,13871,40864,338,6389.8,22,4550,3,1,4,314,,,,,,,,
,,,13873,40767,24,381.7,119,4647,2,3,2,232,,,,,,,,
,,,13874,40528,18,540.45,358,4886,1,3,2,132,,,,,,,,
,,,13875,40833,104,1786.79,53,4581,2,1,4,214,,,,,,,,
,,,13876,40823,7,122.7,63,4591,2,4,1,241,,,,,,,,
,,,13877,40800,3,117.24,86,4614,2,4,1,241,,,,,,,,
,,,13878,40832,36,1281.53,54,4582,2,3,3,233,,,,,,,,
,,,13880,40865,165,3219.77,21,4549,3,1,4,314,,,,,,,,
,,,13881,40883,180,16989.52,3,4531,4,1,4,414,,,,,,,,
,,,13882,40884,66,1131.28,2,4530,4,2,3,423,,,,,,,,
,,,13883,40876,155,2538.75,10,4538,4,1,4,414,,,,,,,,
,,,13884,40879,60,781.3,7,4535,4,2,3,423,,,,,,,,
,,,13885,40697,28,506.8,189,4717,1,3,2,132,,,,,,,,
,,,13886,40815,16,243.56,71,4599,2,4,1,241,,,,,,,,
,,,13887,40682,19,349.55,204,4732,1,3,2,132,,,,,,,,
,,,13888,40767,40,605.63,119,4647,2,3,2,232,,,,,,,,
,,,13889,40794,15,416.9,92,4620,2,4,2,242,,,,,,,,
,,,13890,40885,114,1860.86,1,4529,4,1,4,414,,,,,,,,
,,,13892,40860,27,632.97,26,4554,3,3,2,332,,,,,,,,
,,,13893,40589,21,821.1,297,4825,1,3,3,133,,,,,,,,
,,,13894,40863,30,535.97,23,4551,3,3,2,332,,,,,,,,
,,,13895,40858,119,2588.12,28,4556,3,1,4,314,,,,,,,,
,,,13897,40836,17,311.16,50,4578,3,3,2,332,,,,,,,,
,,,13898,40561,12,155.93,325,4853,1,4,1,141,,,,,,,,
,,,13899,40870,19,388.52,16,4544,4,3,2,432,,,,,,,,
,,,13900,40703,43,740.95,183,4711,1,2,3,123,,,,,,,,
,,,13901,40814,149,2867.2,72,4600,2,1,4,214,,,,,,,,
,,,13904,40849,26,332.64,37,4565,3,3,2,332,,,,,,,,
,,,13908,40807,126,2347.05,79,4607,2,1,4,214,,,,,,,,
,,,13911,40829,148,2580.91,57,4585,2,1,4,214,,,,,,,,
,,,13914,40875,34,613.95,11,4539,4,3,2,432,,,,,,,,
,,,13917,40837,18,272.04,49,4577,3,3,1,331,,,,,,,,
,,,13918,40837,30,1212.84,49,4577,3,3,3,333,,,,,,,,
,,,13919,40827,33,350.16,59,4587,2,3,2,232,,,,,,,,
,,,13922,40535,7,172.25,351,4879,1,4,1,141,,,,,,,,
,,,13923,40833,20,351.13,53,4581,2,3,2,232,,,,,,,,
,,,13924,40885,137,1682.08,1,4529,4,1,4,414,,,,,,,,
,,,13925,40794,45,616.65,92,4620,2,2,2,222,,,,,,,,
,,,13926,40863,11,223.85,23,4551,3,4,1,341,,,,,,,,
,,,13927,40812,21,348.99,74,4602,2,3,2,232,,,,,,,,
,,,13928,40876,27,464.57,10,4538,4,3,2,432,,,,,,,,
,,,13929,40717,10,802.85,169,4697,1,4,3,143,,,,,,,,
,,,13930,40829,17,337.34,57,4585,2,3,2,232,,,,,,,,
,,,13931,40791,59,1230.93,95,4623,2,2,3,223,,,,,,,,
,,,13932,40592,16,307.4,294,4822,1,4,2,142,,,,,,,,
,,,13933,40777,23,608.79,109,4637,2,3,2,232,,,,,,,,
,,,13934,40623,31,922.1,263,4791,1,3,3,133,,,,,,,,
,,,13936,40707,27,361.28,179,4707,1,3,2,132,,,,,,,,
,,,13937,40717,9,158.85,169,4697,1,4,1,141,,,,,,,,
,,,13938,40851,7,71.66,35,4563,3,4,1,341,,,,,,,,
,,,13939,40863,46,556.75,23,4551,3,2,2,322,,,,,,,,
,,,13940,40869,49,839.14,17,4545,3,2,3,323,,,,,,,,
,,,13941,40865,47,4912.41,21,4549,3,2,4,324,,,,,,,,
,,,13946,40807,11,561.57,79,4607,2,4,2,242,,,,,,,,
,,,13947,40821,5,90.6,65,4593,2,4,1,241,,,,,,,,
,,,13948,40526,3,102,360,4888,1,4,1,141,,,,,,,,
,,,13949,40884,160,2427.32,2,4530,4,1,4,414,,,,,,,,
,,,13950,40875,36,728.56,11,4539,4,3,3,433,,,,,,,,
,,,13951,40710,39,674.45,176,4704,1,3,3,133,,,,,,,,
,,,13952,40669,138,3246.091,217,4745,1,1,4,114,,,,,,,,
,,,13953,40879,20,3515.68,7,4535,4,3,4,434,,,,,,,,
,,,13954,40885,30,378.59,1,4529,4,3,2,432,,,,,,,,
,,,13955,40732,33,322.96,154,4682,1,3,2,132,,,,,,,,
,,,13956,40881,152,1026.42,5,4533,4,1,3,413,,,,,,,,
,,,13958,,5,-102.45,40886,45414,1,4,1,141,,,,,,,,
,,,13959,40807,92,598.2,79,4607,2,2,2,222,,,,,,,,
,,,13960,40865,12,230.22,21,4549,3,4,1,341,,,,,,,,
,,,13962,40865,11,169.55,21,4549,3,4,1,341,,,,,,,,
,,,13963,40578,35,664.54,308,4836,1,3,3,133,,,,,,,,
,,,13967,40741,2,80.7,145,4673,2,4,1,241,,,,,,,,
,,,13969,40879,633,8986.69,7,4535,4,1,4,414,,,,,,,,
,,,13971,40868,158,2702.22,18,4546,3,1,4,314,,,,,,,,
,,,13972,40816,15,190.25,70,4598,2,4,1,241,,,,,,,,
,,,13973,40599,11,264.7,287,4815,1,4,1,141,,,,,,,,
,,,13974,40837,28,413.59,49,4577,3,3,2,332,,,,,,,,
,,,13975,40855,340,2503.23,31,4559,3,1,4,314,,,,,,,,
,,,13976,40680,10,357.98,206,4734,1,4,2,142,,,,,,,,
,,,13978,40872,15,196.79,14,4542,4,4,1,441,,,,,,,,
,,,13979,40813,54,869.87,73,4601,2,2,3,223,,,,,,,,
,,,13980,40826,11,200.14,60,4588,2,4,1,241,,,,,,,,
,,,13982,40847,115,1861.11,39,4567,3,1,4,314,,,,,,,,
,,,13983,40857,112,2590.46,29,4557,3,1,4,314,,,,,,,,
,,,13984,40860,17,488.03,26,4554,3,3,2,332,,,,,,,,
,,,13985,40882,353,7024.53,4,4532,4,1,4,414,,,,,,,,
,,,13986,40869,13,320.46,17,4545,3,4,2,342,,,,,,,,
,,,13988,40867,239,4098.8,19,4547,3,1,4,314,,,,,,,,
,,,13989,40821,41,1266.08,65,4593,2,3,3,233,,,,,,,,
,,,13990,40673,16,311.3,213,4741,1,4,2,142,,,,,,,,
,,,13991,40874,86,850.63,12,4540,4,2,3,423,,,,,,,,
,,,13992,40856,5,76.8,30,4558,3,4,1,341,,,,,,,,
,,,13993,40844,125,3409.66,42,4570,3,1,4,314,,,,,,,,
,,,13994,40883,155,2313.14,3,4531,4,1,4,414,,,,,,,,
,,,13995,40871,87,1383.49,15,4543,4,2,3,423,,,,,,,,
,,,13999,40876,212,3865.26,10,4538,4,1,4,414,,,,,,,,
,,,14000,40675,16,633.71,211,4739,1,4,2,142,,,,,,,,
,,,14001,40841,40,2030.33,45,4573,3,3,4,334,,,,,,,,
,,,14002,40752,47,529.73,134,4662,2,2,2,222,,,,,,,,
,,,14004,40843,171,4582.64,43,4571,3,1,4,314,,,,,,,,
,,,14005,40877,84,2874.72,9,4537,4,2,4,424,,,,,,,,
,,,14006,40771,30,962.19,115,4643,2,3,3,233,,,,,,,,
,,,14009,40688,44,685.93,198,4726,1,2,3,123,,,,,,,,
,,,14012,40609,11,328.8,277,4805,1,4,2,142,,,,,,,,
,,,14013,40776,34,473.02,110,4638,2,3,2,232,,,,,,,,
,,,14014,40809,39,505.18,77,4605,2,3,2,232,,,,,,,,
,,,14015,40834,20,917.34,52,4580,2,3,3,233,,,,,,,,
,,,14016,40725,162,4328.46,161,4689,1,1,4,114,,,,,,,,
,,,14019,40840,68,1398.96,46,4574,3,2,3,323,,,,,,,,
,,,14020,40870,39,642.8,16,4544,4,3,2,432,,,,,,,,
,,,14021,40731,22,631.9,155,4683,1,3,2,132,,,,,,,,
,,,14022,40661,28,440,225,4753,1,3,2,132,,,,,,,,
,,,14023,40879,31,584.07,7,4535,4,3,2,432,,,,,,,,
,,,14024,40765,16,327.7,121,4649,2,4,2,242,,,,,,,,
,,,14027,40826,6,104.82,60,4588,2,4,1,241,,,,,,,,
,,,14029,40823,15,467.66,63,4591,2,4,2,242,,,,,,,,
,,,14030,40868,243,2360.09,18,4546,3,1,4,314,,,,,,,,
,,,14031,40879,258,14634.64,7,4535,4,1,4,414,,,,,,,,
,,,14032,40884,152,2929.84,2,4530,4,1,4,414,,,,,,,,
,,,14034,40864,92,512.02,22,4550,3,2,2,322,,,,,,,,
,,,14035,40858,66,1428.02,28,4556,3,2,3,323,,,,,,,,
,,,14036,40602,38,626.65,284,4812,1,3,2,132,,,,,,,,
,,,14037,40710,28,147.2,176,4704,1,3,1,131,,,,,,,,
,,,14038,40808,93,1554.48,78,4606,2,2,3,223,,,,,,,,
,,,14039,40853,6,152.2,33,4561,3,4,1,341,,,,,,,,
,,,14040,40846,241,3542.19,40,4568,3,1,4,314,,,,,,,,
,,,14041,40620,21,141.41,266,4794,1,3,1,131,,,,,,,,
,,,14044,40860,209,652.82,26,4554,3,1,3,313,,,,,,,,
,,,14045,40777,6,1659.75,109,4637,2,4,4,244,,,,,,,,
,,,14046,40602,14,154.99,284,4812,1,4,1,141,,,,,,,,
,,,14047,40878,34,1290.01,8,4536,4,3,3,433,,,,,,,,
,,,14048,40581,88,375.13,305,4833,1,2,2,122,,,,,,,,
,,,14049,40870,505,5639.15,16,4544,4,1,4,414,,,,,,,,
,,,14050,40855,54,746.36,31,4559,3,2,3,323,,,,,,,,
,,,14051,40886,215,15477.34,0,4528,4,1,4,414,,,,,,,,
,,,14052,40867,56,225.36,19,4547,3,2,1,321,,,,,,,,
,,,14053,40762,4,260.25,124,4652,2,4,1,241,,,,,,,,
,,,14054,40821,6,92.46,65,4593,2,4,1,241,,,,,,,,
,,,14055,40780,10,725.64,106,4634,2,4,3,243,,,,,,,,
,,,14056,40885,1128,8124.4,1,4529,4,1,4,414,,,,,,,,
,,,14057,40863,291,6147.4,23,4551,3,1,4,314,,,,,,,,
,,,14059,40620,8,183.6,266,4794,1,4,1,141,,,,,,,,
,,,14060,40882,203,6135.38,4,4532,4,1,4,414,,,,,,,,
,,,14062,40877,111,10464.85,9,4537,4,1,4,414,,,,,,,,
,,,14064,40857,82,1188.32,29,4557,3,2,3,323,,,,,,,,
,,,14066,40620,7,152.55,266,4794,1,4,1,141,,,,,,,,
,,,14067,40823,52,374.7,63,4591,2,2,2,222,,,,,,,,
,,,14068,40566,24,265.85,320,4848,1,3,1,131,,,,,,,,
,,,14071,40883,333,1307.41,3,4531,4,1,3,413,,,,,,,,
,,,14073,40854,14,139.54,32,4560,3,4,1,341,,,,,,,,
,,,14075,40882,43,942.26,4,4532,4,2,3,423,,,,,,,,
,,,14076,40757,46,122.47,129,4657,2,2,1,221,,,,,,,,
,,,14077,40846,42,499.42,40,4568,3,2,2,322,,,,,,,,
,,,14078,40785,65,1049.37,101,4629,2,2,3,223,,,,,,,,
,,,14079,40762,12,375.1,124,4652,2,4,2,242,,,,,,,,
,,,14080,40854,4,45.6,32,4560,3,4,1,341,,,,,,,,
,,,14081,40584,156,904.67,302,4830,1,1,3,113,,,,,,,,
,,,14082,40522,29,182.25,364,4892,1,3,1,131,,,,,,,,
,,,14083,40882,181,1018.43,4,4532,4,1,3,413,,,,,,,,
,,,14085,40884,451,4435.79,2,4530,4,1,4,414,,,,,,,,
,,,14087,40884,70,181.67,2,4530,4,2,1,421,,,,,,,,
,,,14088,40876,590,50415.49,10,4538,4,1,4,414,,,,,,,,
,,,14089,40830,14,161,56,4584,2,4,1,241,,,,,,,,
,,,14090,40562,1,76.32,324,4852,1,4,1,141,,,,,,,,
,,,14092,40879,217,4063.1,7,4535,4,1,4,414,,,,,,,,
,,,14093,40874,105,442.85,12,4540,4,1,2,412,,,,,,,,
,,,14096,40882,5128,57120.91,4,4532,4,1,4,414,,,,,,,,
,,,14098,40850,21,147.35,36,4564,3,3,1,331,,,,,,,,
,,,14099,40870,252,3092.97,16,4544,4,1,4,414,,,,,,,,
,,,14100,40749,26,194.9,137,4665,2,3,1,231,,,,,,,,
,,,14101,40813,35,5976.79,73,4601,2,3,4,234,,,,,,,,
,,,14102,40881,84,1314.73,5,4533,4,2,3,423,,,,,,,,
,,,14104,40732,21,216.21,154,4682,1,3,1,131,,,,,,,,
,,,14105,40647,76,1260.33,239,4767,1,2,3,123,,,,,,,,
,,,14107,40835,124,2688.48,51,4579,2,1,4,214,,,,,,,,
,,,14108,40856,35,594.16,30,4558,3,3,2,332,,,,,,,,
,,,14109,40814,14,80.2,72,4600,2,4,1,241,,,,,,,,
,,,14110,40883,157,5669.65,3,4531,4,1,4,414,,,,,,,,
,,,14111,40872,11,688.6,14,4542,4,4,3,443,,,,,,,,
,,,14112,40864,173,2774.17,22,4550,3,1,4,314,,,,,,,,
,,,14113,40883,40,1377.92,3,4531,4,3,3,433,,,,,,,,
,,,14114,40613,15,386.53,273,4801,1,4,2,142,,,,,,,,
,,,14116,40867,72,1382.74,19,4547,3,2,3,323,,,,,,,,
,,,14117,40743,3,90,143,4671,2,4,1,241,,,,,,,,
,,,14119,,1,-19.9,40886,45414,1,4,1,141,,,,,,,,
,,,14121,40883,161,2740.3,3,4531,4,1,4,414,,,,,,,,
,,,14124,40802,5,419.58,84,4612,2,4,2,242,,,,,,,,
,,,14125,40876,167,2740.43,10,4538,4,1,4,414,,,,,,,,
,,,14126,40879,16,643.63,7,4535,4,4,2,442,,,,,,,,
,,,14127,40764,44,709.71,122,4650,2,2,3,223,,,,,,,,
,,,14128,40826,46,637.5,60,4588,2,2,2,222,,,,,,,,
,,,14129,40885,52,1123.86,1,4529,4,2,3,423,,,,,,,,
,,,14130,40567,67,483.86,319,4847,1,2,2,122,,,,,,,,
,,,14132,40884,201,3580.13,2,4530,4,1,4,414,,,,,,,,
,,,14133,40757,30,590.34,129,4657,2,3,2,232,,,,,,,,
,,,14135,40885,134,4690.31,1,4529,4,1,4,414,,,,,,,,
,,,14138,40885,47,982.38,1,4529,4,2,3,423,,,,,,,,
,,,14139,40840,26,415.82,46,4574,3,3,2,332,,,,,,,,
,,,14140,40883,67,920.05,3,4531,4,2,3,423,,,,,,,,
,,,14141,40884,46,879.03,2,4530,4,2,3,423,,,,,,,,
,,,14142,40513,22,311.81,373,4901,1,3,2,132,,,,,,,,
,,,14143,40753,7,115.8,133,4661,2,4,1,241,,,,,,,,
,,,14145,40840,12,3148.2,46,4574,3,4,4,344,,,,,,,,
,,,14146,40878,245,2949.57,8,4536,4,1,4,414,,,,,,,,
,,,14147,40808,6,468.4,78,4606,2,4,2,242,,,,,,,,
,,,14148,40653,3,157.2,233,4761,1,4,1,141,,,,,,,,
,,,14149,40666,40,259.43,220,4748,1,3,1,131,,,,,,,,
,,,14150,40851,26,658.64,35,4563,3,3,3,333,,,,,,,,
,,,14152,40811,50,611.09,75,4603,2,2,2,222,,,,,,,,
,,,14154,40647,52,1345.62,239,4767,1,2,3,123,,,,,,,,
,,,14155,40620,6,118.75,266,4794,1,4,1,141,,,,,,,,
,,,14156,40877,1420,113384.14,9,4537,4,1,4,414,,,,,,,,
,,,14157,40867,49,400.43,19,4547,3,2,2,322,,,,,,,,
,,,14158,40846,41,507.66,40,4568,3,3,2,332,,,,,,,,
,,,14159,40867,1212,4678.3,19,4547,3,1,4,314,,,,,,,,
,,,14161,40671,108,1110.52,215,4743,1,1,3,113,,,,,,,,
,,,14162,40713,25,289.36,173,4701,1,3,1,131,,,,,,,,
,,,14163,40799,52,2445.91,87,4615,2,2,4,224,,,,,,,,
,,,14164,40816,29,1631.77,70,4598,2,3,4,234,,,,,,,,
,,,14165,40611,25,122.54,275,4803,1,3,1,131,,,,,,,,
,,,14167,40847,52,574.84,39,4567,3,2,2,322,,,,,,,,
,,,14171,40788,58,363.79,98,4626,2,2,2,222,,,,,,,,
,,,14173,40876,29,450.84,10,4538,4,3,2,432,,,,,,,,
,,,14174,40853,26,134.46,33,4561,3,3,1,331,,,,,,,,
,,,14175,40827,164,3108.06,59,4587,2,1,4,214,,,,,,,,
,,,14176,40589,32,574,297,4825,1,3,2,132,,,,,,,,
,,,14177,40800,43,554.46,86,4614,2,2,2,222,,,,,,,,
,,,14178,40878,327,1620.93,8,4536,4,1,4,414,,,,,,,,
,,,14179,40846,165,719.78,40,4568,3,1,3,313,,,,,,,,
